data,regione,classe_incidenza
20-02-17,Piemonte,0.01-1
20-02-24,Piemonte,0.01-1
20-03-02,Piemonte,0.01-1
20-05-11,Piemonte,0.01-1
20-05-18,Piemonte,0.01-1
20-05-25,Piemonte,0.01-1
20-06-01,Piemonte,0.01-1
20-06-08,Piemonte,0.01-1
20-06-15,Piemonte,0.01-1
20-06-22,Piemonte,0.01-1
20-06-29,Piemonte,0.01-1
20-07-06,Piemonte,0.01-1
20-07-13,Piemonte,0.01-1
20-07-20,Piemonte,0.01-1
20-07-27,Piemonte,0.01-1
20-08-03,Piemonte,0.01-1
20-08-10,Piemonte,0.01-1
20-08-17,Piemonte,0.01-1
20-08-24,Piemonte,0.01-1
20-08-31,Piemonte,0.01-1
20-09-07,Piemonte,0.01-1
20-09-14,Piemonte,0.01-1
20-09-21,Piemonte,0.01-1
21-06-07,Piemonte,0.01-1
21-06-14,Piemonte,0.01-1
21-06-21,Piemonte,0.01-1
21-06-28,Piemonte,0.01-1
21-07-05,Piemonte,0.01-1
21-07-12,Piemonte,0.01-1
21-07-19,Piemonte,0.01-1
21-12-13,Piemonte,0.01-1
20-02-17,Valle Aosta,0.01-1
20-03-02,Valle Aosta,0.01-1
20-04-20,Valle Aosta,0.01-1
20-04-27,Valle Aosta,0.01-1
20-05-04,Valle Aosta,0.01-1
20-05-11,Valle Aosta,0.01-1
20-05-18,Valle Aosta,0.01-1
20-05-25,Valle Aosta,0.01-1
20-06-01,Valle Aosta,0.01-1
20-06-08,Valle Aosta,0.01-1
20-06-15,Valle Aosta,0.01-1
20-06-22,Valle Aosta,0.01-1
20-06-29,Valle Aosta,0.01-1
20-07-13,Valle Aosta,0.01-1
20-07-27,Valle Aosta,0.01-1
20-08-03,Valle Aosta,0.01-1
20-08-10,Valle Aosta,0.01-1
20-08-17,Valle Aosta,0.01-1
20-08-24,Valle Aosta,0.01-1
20-08-31,Valle Aosta,0.01-1
20-09-07,Valle Aosta,0.01-1
20-09-14,Valle Aosta,0.01-1
20-09-21,Valle Aosta,0.01-1
21-06-07,Valle Aosta,0.01-1
21-06-14,Valle Aosta,0.01-1
21-06-21,Valle Aosta,0.01-1
21-06-28,Valle Aosta,0.01-1
21-07-05,Valle Aosta,0.01-1
21-07-12,Valle Aosta,0.01-1
21-07-26,Valle Aosta,0.01-1
21-08-23,Valle Aosta,0.01-1
21-08-30,Valle Aosta,0.01-1
21-09-06,Valle Aosta,0.01-1
21-09-13,Valle Aosta,0.01-1
21-09-20,Valle Aosta,0.01-1
21-10-18,Valle Aosta,0.01-1
20-02-17,Lombardia,0.01-1
20-02-24,Lombardia,0.01-1
20-05-11,Lombardia,0.01-1
20-05-18,Lombardia,0.01-1
20-05-25,Lombardia,0.01-1
20-06-01,Lombardia,0.01-1
20-06-08,Lombardia,0.01-1
20-06-15,Lombardia,0.01-1
20-06-22,Lombardia,0.01-1
20-06-29,Lombardia,0.01-1
20-07-06,Lombardia,0.01-1
20-07-13,Lombardia,0.01-1
20-07-20,Lombardia,0.01-1
20-07-27,Lombardia,0.01-1
20-08-03,Lombardia,0.01-1
20-08-10,Lombardia,0.01-1
20-08-17,Lombardia,0.01-1
20-08-24,Lombardia,0.01-1
20-08-31,Lombardia,0.01-1
20-09-07,Lombardia,0.01-1
20-09-14,Lombardia,0.01-1
20-09-21,Lombardia,0.01-1
20-09-28,Lombardia,0.01-1
21-06-07,Lombardia,0.01-1
21-06-14,Lombardia,0.01-1
21-06-21,Lombardia,0.01-1
21-06-28,Lombardia,0.01-1
21-07-05,Lombardia,0.01-1
21-07-12,Lombardia,0.01-1
21-09-27,Lombardia,0.01-1
21-10-04,Lombardia,0.01-1
21-10-11,Lombardia,0.01-1
20-02-24,PA Bolzano,0.01-1
20-03-02,PA Bolzano,0.01-1
20-04-20,PA Bolzano,0.01-1
20-04-27,PA Bolzano,0.01-1
20-05-04,PA Bolzano,0.01-1
20-05-11,PA Bolzano,0.01-1
20-05-18,PA Bolzano,0.01-1
20-05-25,PA Bolzano,0.01-1
20-06-01,PA Bolzano,0.01-1
20-06-08,PA Bolzano,0.01-1
20-06-15,PA Bolzano,0.01-1
20-06-22,PA Bolzano,0.01-1
20-06-29,PA Bolzano,0.01-1
20-07-06,PA Bolzano,0.01-1
20-07-13,PA Bolzano,0.01-1
20-07-20,PA Bolzano,0.01-1
20-07-27,PA Bolzano,0.01-1
20-08-03,PA Bolzano,0.01-1
20-08-10,PA Bolzano,0.01-1
20-08-17,PA Bolzano,0.01-1
20-08-24,PA Bolzano,0.01-1
20-08-31,PA Bolzano,0.01-1
21-06-07,PA Bolzano,0.01-1
21-06-14,PA Bolzano,0.01-1
21-06-21,PA Bolzano,0.01-1
21-06-28,PA Bolzano,0.01-1
21-07-05,PA Bolzano,0.01-1
21-07-12,PA Bolzano,0.01-1
21-12-13,PA Bolzano,0.01-1
20-03-02,PA Trento,0.01-1
20-05-18,PA Trento,0.01-1
20-05-25,PA Trento,0.01-1
20-06-01,PA Trento,0.01-1
20-06-08,PA Trento,0.01-1
20-06-15,PA Trento,0.01-1
20-06-22,PA Trento,0.01-1
20-06-29,PA Trento,0.01-1
20-07-06,PA Trento,0.01-1
20-07-13,PA Trento,0.01-1
20-07-20,PA Trento,0.01-1
20-07-27,PA Trento,0.01-1
20-08-03,PA Trento,0.01-1
20-08-10,PA Trento,0.01-1
20-08-17,PA Trento,0.01-1
20-08-24,PA Trento,0.01-1
21-06-07,PA Trento,0.01-1
21-06-14,PA Trento,0.01-1
21-06-21,PA Trento,0.01-1
21-06-28,PA Trento,0.01-1
21-07-05,PA Trento,0.01-1
20-02-17,Veneto,0.01-1
20-02-24,Veneto,0.01-1
20-03-02,Veneto,0.01-1
20-04-27,Veneto,0.01-1
20-05-04,Veneto,0.01-1
20-05-11,Veneto,0.01-1
20-05-18,Veneto,0.01-1
20-05-25,Veneto,0.01-1
20-06-01,Veneto,0.01-1
20-06-08,Veneto,0.01-1
20-06-15,Veneto,0.01-1
20-06-22,Veneto,0.01-1
20-06-29,Veneto,0.01-1
20-07-06,Veneto,0.01-1
20-07-13,Veneto,0.01-1
20-07-20,Veneto,0.01-1
20-07-27,Veneto,0.01-1
20-08-03,Veneto,0.01-1
20-08-10,Veneto,0.01-1
20-08-17,Veneto,0.01-1
20-08-24,Veneto,0.01-1
20-08-31,Veneto,0.01-1
20-09-07,Veneto,0.01-1
20-09-14,Veneto,0.01-1
21-05-24,Veneto,0.01-1
21-05-31,Veneto,0.01-1
21-06-07,Veneto,0.01-1
21-06-14,Veneto,0.01-1
21-06-21,Veneto,0.01-1
21-06-28,Veneto,0.01-1
21-07-05,Veneto,0.01-1
20-02-24,Friuli,0.01-1
20-03-02,Friuli,0.01-1
20-04-20,Friuli,0.01-1
20-04-27,Friuli,0.01-1
20-05-04,Friuli,0.01-1
20-05-11,Friuli,0.01-1
20-05-18,Friuli,0.01-1
20-05-25,Friuli,0.01-1
20-06-01,Friuli,0.01-1
20-06-08,Friuli,0.01-1
20-06-15,Friuli,0.01-1
20-06-22,Friuli,0.01-1
20-06-29,Friuli,0.01-1
20-07-06,Friuli,0.01-1
20-07-13,Friuli,0.01-1
20-07-20,Friuli,0.01-1
20-07-27,Friuli,0.01-1
20-08-03,Friuli,0.01-1
20-08-10,Friuli,0.01-1
20-08-17,Friuli,0.01-1
20-08-24,Friuli,0.01-1
20-08-31,Friuli,0.01-1
20-09-07,Friuli,0.01-1
20-09-14,Friuli,0.01-1
20-09-21,Friuli,0.01-1
21-05-17,Friuli,0.01-1
21-05-24,Friuli,0.01-1
21-05-31,Friuli,0.01-1
21-06-07,Friuli,0.01-1
21-06-14,Friuli,0.01-1
21-06-21,Friuli,0.01-1
21-06-28,Friuli,0.01-1
21-07-05,Friuli,0.01-1
21-07-12,Friuli,0.01-1
20-02-24,Liguria,0.01-1
20-03-02,Liguria,0.01-1
20-05-18,Liguria,0.01-1
20-05-25,Liguria,0.01-1
20-06-01,Liguria,0.01-1
20-06-08,Liguria,0.01-1
20-06-15,Liguria,0.01-1
20-06-22,Liguria,0.01-1
20-06-29,Liguria,0.01-1
20-07-06,Liguria,0.01-1
20-07-13,Liguria,0.01-1
20-07-20,Liguria,0.01-1
20-07-27,Liguria,0.01-1
20-08-03,Liguria,0.01-1
20-08-10,Liguria,0.01-1
20-08-17,Liguria,0.01-1
20-08-24,Liguria,0.01-1
21-05-24,Liguria,0.01-1
21-05-31,Liguria,0.01-1
21-06-07,Liguria,0.01-1
21-06-14,Liguria,0.01-1
21-06-21,Liguria,0.01-1
21-06-28,Liguria,0.01-1
21-07-05,Liguria,0.01-1
21-07-12,Liguria,0.01-1
20-02-17,Emilia,0.01-1
20-02-24,Emilia,0.01-1
20-05-04,Emilia,0.01-1
20-05-11,Emilia,0.01-1
20-05-18,Emilia,0.01-1
20-05-25,Emilia,0.01-1
20-06-01,Emilia,0.01-1
20-06-08,Emilia,0.01-1
20-06-15,Emilia,0.01-1
20-06-22,Emilia,0.01-1
20-06-29,Emilia,0.01-1
20-07-06,Emilia,0.01-1
20-07-13,Emilia,0.01-1
20-07-20,Emilia,0.01-1
20-07-27,Emilia,0.01-1
20-08-03,Emilia,0.01-1
20-08-10,Emilia,0.01-1
20-08-17,Emilia,0.01-1
20-08-24,Emilia,0.01-1
20-08-31,Emilia,0.01-1
20-09-07,Emilia,0.01-1
20-09-14,Emilia,0.01-1
20-09-21,Emilia,0.01-1
21-05-31,Emilia,0.01-1
21-06-07,Emilia,0.01-1
21-06-14,Emilia,0.01-1
21-06-21,Emilia,0.01-1
21-06-28,Emilia,0.01-1
21-07-05,Emilia,0.01-1
20-02-24,Toscana,0.01-1
20-03-02,Toscana,0.01-1
20-03-09,Toscana,0.01-1
20-04-20,Toscana,0.01-1
20-04-27,Toscana,0.01-1
20-05-04,Toscana,0.01-1
20-05-11,Toscana,0.01-1
20-05-18,Toscana,0.01-1
20-05-25,Toscana,0.01-1
20-06-01,Toscana,0.01-1
20-06-08,Toscana,0.01-1
20-06-15,Toscana,0.01-1
20-06-22,Toscana,0.01-1
20-06-29,Toscana,0.01-1
20-07-06,Toscana,0.01-1
20-07-13,Toscana,0.01-1
20-07-20,Toscana,0.01-1
20-07-27,Toscana,0.01-1
20-08-03,Toscana,0.01-1
20-08-10,Toscana,0.01-1
20-08-17,Toscana,0.01-1
20-08-24,Toscana,0.01-1
20-08-31,Toscana,0.01-1
20-09-07,Toscana,0.01-1
20-09-14,Toscana,0.01-1
20-09-21,Toscana,0.01-1
21-06-07,Toscana,0.01-1
21-06-14,Toscana,0.01-1
21-06-21,Toscana,0.01-1
21-06-28,Toscana,0.01-1
21-07-05,Toscana,0.01-1
20-02-24,Umbria,0.01-1
20-03-02,Umbria,0.01-1
20-03-09,Umbria,0.01-1
20-03-30,Umbria,0.01-1
20-04-06,Umbria,0.01-1
20-04-13,Umbria,0.01-1
20-04-20,Umbria,0.01-1
20-04-27,Umbria,0.01-1
20-05-04,Umbria,0.01-1
20-05-11,Umbria,0.01-1
20-05-18,Umbria,0.01-1
20-05-25,Umbria,0.01-1
20-06-01,Umbria,0.01-1
20-06-08,Umbria,0.01-1
20-06-15,Umbria,0.01-1
20-06-22,Umbria,0.01-1
20-06-29,Umbria,0.01-1
20-07-06,Umbria,0.01-1
20-07-13,Umbria,0.01-1
20-07-20,Umbria,0.01-1
20-07-27,Umbria,0.01-1
20-08-03,Umbria,0.01-1
20-08-10,Umbria,0.01-1
20-08-17,Umbria,0.01-1
20-08-24,Umbria,0.01-1
20-08-31,Umbria,0.01-1
20-09-07,Umbria,0.01-1
20-09-14,Umbria,0.01-1
20-09-21,Umbria,0.01-1
21-05-31,Umbria,0.01-1
21-06-07,Umbria,0.01-1
21-06-14,Umbria,0.01-1
21-06-21,Umbria,0.01-1
21-06-28,Umbria,0.01-1
21-07-05,Umbria,0.01-1
21-10-04,Umbria,0.01-1
21-10-11,Umbria,0.01-1
20-02-24,Marche,0.01-1
20-03-02,Marche,0.01-1
20-04-20,Marche,0.01-1
20-04-27,Marche,0.01-1
20-05-04,Marche,0.01-1
20-05-11,Marche,0.01-1
20-05-18,Marche,0.01-1
20-05-25,Marche,0.01-1
20-06-01,Marche,0.01-1
20-06-08,Marche,0.01-1
20-06-15,Marche,0.01-1
20-06-22,Marche,0.01-1
20-06-29,Marche,0.01-1
20-07-06,Marche,0.01-1
20-07-13,Marche,0.01-1
20-07-20,Marche,0.01-1
20-07-27,Marche,0.01-1
20-08-03,Marche,0.01-1
20-08-10,Marche,0.01-1
20-08-17,Marche,0.01-1
20-08-24,Marche,0.01-1
20-08-31,Marche,0.01-1
20-09-07,Marche,0.01-1
20-09-14,Marche,0.01-1
20-09-21,Marche,0.01-1
20-09-28,Marche,0.01-1
21-06-07,Marche,0.01-1
21-06-14,Marche,0.01-1
21-06-21,Marche,0.01-1
21-06-28,Marche,0.01-1
21-07-05,Marche,0.01-1
21-07-12,Marche,0.01-1
21-10-11,Marche,0.01-1
20-02-24,Lazio,0.01-1
20-03-02,Lazio,0.01-1
20-03-09,Lazio,0.01-1
20-03-16,Lazio,0.01-1
20-03-30,Lazio,0.01-1
20-04-06,Lazio,0.01-1
20-04-13,Lazio,0.01-1
20-04-20,Lazio,0.01-1
20-04-27,Lazio,0.01-1
20-05-04,Lazio,0.01-1
20-05-11,Lazio,0.01-1
20-05-18,Lazio,0.01-1
20-05-25,Lazio,0.01-1
20-06-01,Lazio,0.01-1
20-06-08,Lazio,0.01-1
20-06-15,Lazio,0.01-1
20-06-22,Lazio,0.01-1
20-06-29,Lazio,0.01-1
20-07-06,Lazio,0.01-1
20-07-13,Lazio,0.01-1
20-07-20,Lazio,0.01-1
20-07-27,Lazio,0.01-1
20-08-03,Lazio,0.01-1
20-08-10,Lazio,0.01-1
20-08-17,Lazio,0.01-1
20-08-24,Lazio,0.01-1
20-08-31,Lazio,0.01-1
20-09-07,Lazio,0.01-1
21-05-31,Lazio,0.01-1
21-06-07,Lazio,0.01-1
21-06-14,Lazio,0.01-1
21-06-21,Lazio,0.01-1
21-06-28,Lazio,0.01-1
21-07-05,Lazio,0.01-1
20-02-24,Abruzzo,0.01-1
20-03-02,Abruzzo,0.01-1
20-03-09,Abruzzo,0.01-1
20-04-13,Abruzzo,0.01-1
20-04-20,Abruzzo,0.01-1
20-04-27,Abruzzo,0.01-1
20-05-04,Abruzzo,0.01-1
20-05-11,Abruzzo,0.01-1
20-05-18,Abruzzo,0.01-1
20-05-25,Abruzzo,0.01-1
20-06-01,Abruzzo,0.01-1
20-06-08,Abruzzo,0.01-1
20-06-15,Abruzzo,0.01-1
20-06-22,Abruzzo,0.01-1
20-06-29,Abruzzo,0.01-1
20-07-06,Abruzzo,0.01-1
20-07-13,Abruzzo,0.01-1
20-07-20,Abruzzo,0.01-1
20-07-27,Abruzzo,0.01-1
20-08-03,Abruzzo,0.01-1
20-08-10,Abruzzo,0.01-1
20-08-17,Abruzzo,0.01-1
20-08-24,Abruzzo,0.01-1
20-08-31,Abruzzo,0.01-1
20-09-07,Abruzzo,0.01-1
20-09-14,Abruzzo,0.01-1
20-09-21,Abruzzo,0.01-1
20-09-28,Abruzzo,0.01-1
21-05-24,Abruzzo,0.01-1
21-05-31,Abruzzo,0.01-1
21-06-07,Abruzzo,0.01-1
21-06-14,Abruzzo,0.01-1
21-06-21,Abruzzo,0.01-1
21-06-28,Abruzzo,0.01-1
21-07-05,Abruzzo,0.01-1
21-07-12,Abruzzo,0.01-1
21-09-27,Abruzzo,0.01-1
21-10-04,Abruzzo,0.01-1
21-10-11,Abruzzo,0.01-1
20-03-02,Molise,0.01-1
20-03-09,Molise,0.01-1
20-03-16,Molise,0.01-1
20-03-23,Molise,0.01-1
20-04-06,Molise,0.01-1
20-04-13,Molise,0.01-1
20-04-20,Molise,0.01-1
20-04-27,Molise,0.01-1
20-05-11,Molise,0.01-1
20-05-18,Molise,0.01-1
20-05-25,Molise,0.01-1
20-06-01,Molise,0.01-1
20-06-08,Molise,0.01-1
20-06-15,Molise,0.01-1
20-06-22,Molise,0.01-1
20-07-06,Molise,0.01-1
20-07-20,Molise,0.01-1
20-07-27,Molise,0.01-1
20-08-03,Molise,0.01-1
20-08-10,Molise,0.01-1
20-08-17,Molise,0.01-1
20-08-24,Molise,0.01-1
20-08-31,Molise,0.01-1
20-09-07,Molise,0.01-1
20-09-14,Molise,0.01-1
20-09-21,Molise,0.01-1
20-09-28,Molise,0.01-1
21-05-17,Molise,0.01-1
21-05-24,Molise,0.01-1
21-05-31,Molise,0.01-1
21-06-07,Molise,0.01-1
21-06-14,Molise,0.01-1
21-06-21,Molise,0.01-1
21-06-28,Molise,0.01-1
21-07-05,Molise,0.01-1
21-07-12,Molise,0.01-1
21-07-19,Molise,0.01-1
21-07-26,Molise,0.01-1
21-08-02,Molise,0.01-1
21-08-09,Molise,0.01-1
21-08-16,Molise,0.01-1
21-09-06,Molise,0.01-1
21-09-13,Molise,0.01-1
21-09-20,Molise,0.01-1
21-09-27,Molise,0.01-1
21-10-04,Molise,0.01-1
21-10-11,Molise,0.01-1
21-10-18,Molise,0.01-1
21-10-25,Molise,0.01-1
21-11-01,Molise,0.01-1
21-12-06,Molise,0.01-1
20-02-24,Campania,0.01-1
20-03-02,Campania,0.01-1
20-03-09,Campania,0.01-1
20-03-16,Campania,0.01-1
20-03-23,Campania,0.01-1
20-03-30,Campania,0.01-1
20-04-06,Campania,0.01-1
20-04-13,Campania,0.01-1
20-04-20,Campania,0.01-1
20-04-27,Campania,0.01-1
20-05-04,Campania,0.01-1
20-05-11,Campania,0.01-1
20-05-18,Campania,0.01-1
20-05-25,Campania,0.01-1
20-06-01,Campania,0.01-1
20-06-08,Campania,0.01-1
20-06-15,Campania,0.01-1
20-06-22,Campania,0.01-1
20-06-29,Campania,0.01-1
20-07-06,Campania,0.01-1
20-07-13,Campania,0.01-1
20-07-20,Campania,0.01-1
20-07-27,Campania,0.01-1
20-08-03,Campania,0.01-1
20-08-10,Campania,0.01-1
20-08-17,Campania,0.01-1
20-08-24,Campania,0.01-1
20-08-31,Campania,0.01-1
20-09-07,Campania,0.01-1
20-09-14,Campania,0.01-1
21-06-07,Campania,0.01-1
21-06-14,Campania,0.01-1
21-06-21,Campania,0.01-1
21-06-28,Campania,0.01-1
21-07-05,Campania,0.01-1
20-02-24,Puglia,0.01-1
20-03-02,Puglia,0.01-1
20-03-09,Puglia,0.01-1
20-03-16,Puglia,0.01-1
20-03-23,Puglia,0.01-1
20-03-30,Puglia,0.01-1
20-04-06,Puglia,0.01-1
20-04-13,Puglia,0.01-1
20-04-20,Puglia,0.01-1
20-04-27,Puglia,0.01-1
20-05-04,Puglia,0.01-1
20-05-11,Puglia,0.01-1
20-05-18,Puglia,0.01-1
20-05-25,Puglia,0.01-1
20-06-01,Puglia,0.01-1
20-06-08,Puglia,0.01-1
20-06-15,Puglia,0.01-1
20-06-22,Puglia,0.01-1
20-06-29,Puglia,0.01-1
20-07-06,Puglia,0.01-1
20-07-13,Puglia,0.01-1
20-07-20,Puglia,0.01-1
20-07-27,Puglia,0.01-1
20-08-03,Puglia,0.01-1
20-08-10,Puglia,0.01-1
20-08-17,Puglia,0.01-1
20-08-24,Puglia,0.01-1
20-08-31,Puglia,0.01-1
20-09-07,Puglia,0.01-1
20-09-14,Puglia,0.01-1
20-09-21,Puglia,0.01-1
20-09-28,Puglia,0.01-1
21-06-07,Puglia,0.01-1
21-06-14,Puglia,0.01-1
21-06-21,Puglia,0.01-1
21-06-28,Puglia,0.01-1
21-07-05,Puglia,0.01-1
21-07-12,Puglia,0.01-1
21-07-19,Puglia,0.01-1
21-09-20,Puglia,0.01-1
21-09-27,Puglia,0.01-1
21-10-04,Puglia,0.01-1
21-10-11,Puglia,0.01-1
20-03-02,Basilicata,0.01-1
20-03-09,Basilicata,0.01-1
20-03-16,Basilicata,0.01-1
20-03-23,Basilicata,0.01-1
20-03-30,Basilicata,0.01-1
20-04-06,Basilicata,0.01-1
20-04-13,Basilicata,0.01-1
20-04-20,Basilicata,0.01-1
20-04-27,Basilicata,0.01-1
20-05-04,Basilicata,0.01-1
20-05-11,Basilicata,0.01-1
20-05-18,Basilicata,0.01-1
20-05-25,Basilicata,0.01-1
20-06-01,Basilicata,0.01-1
20-06-08,Basilicata,0.01-1
20-06-22,Basilicata,0.01-1
20-06-29,Basilicata,0.01-1
20-07-06,Basilicata,0.01-1
20-07-13,Basilicata,0.01-1
20-07-20,Basilicata,0.01-1
20-07-27,Basilicata,0.01-1
20-08-03,Basilicata,0.01-1
20-08-10,Basilicata,0.01-1
20-08-17,Basilicata,0.01-1
20-08-24,Basilicata,0.01-1
20-08-31,Basilicata,0.01-1
20-09-07,Basilicata,0.01-1
20-09-14,Basilicata,0.01-1
20-09-21,Basilicata,0.01-1
20-10-05,Basilicata,0.01-1
21-06-21,Basilicata,0.01-1
21-06-28,Basilicata,0.01-1
21-07-05,Basilicata,0.01-1
21-07-12,Basilicata,0.01-1
21-07-19,Basilicata,0.01-1
21-10-11,Basilicata,0.01-1
21-10-18,Basilicata,0.01-1
20-02-24,Calabria,0.01-1
20-03-02,Calabria,0.01-1
20-03-09,Calabria,0.01-1
20-03-16,Calabria,0.01-1
20-03-23,Calabria,0.01-1
20-03-30,Calabria,0.01-1
20-04-06,Calabria,0.01-1
20-04-13,Calabria,0.01-1
20-04-20,Calabria,0.01-1
20-04-27,Calabria,0.01-1
20-05-04,Calabria,0.01-1
20-05-11,Calabria,0.01-1
20-05-18,Calabria,0.01-1
20-05-25,Calabria,0.01-1
20-06-01,Calabria,0.01-1
20-06-08,Calabria,0.01-1
20-06-15,Calabria,0.01-1
20-06-22,Calabria,0.01-1
20-06-29,Calabria,0.01-1
20-07-06,Calabria,0.01-1
20-07-13,Calabria,0.01-1
20-07-20,Calabria,0.01-1
20-07-27,Calabria,0.01-1
20-08-03,Calabria,0.01-1
20-08-10,Calabria,0.01-1
20-08-17,Calabria,0.01-1
20-08-24,Calabria,0.01-1
20-08-31,Calabria,0.01-1
20-09-07,Calabria,0.01-1
20-09-14,Calabria,0.01-1
20-09-21,Calabria,0.01-1
20-09-28,Calabria,0.01-1
20-10-05,Calabria,0.01-1
21-06-14,Calabria,0.01-1
21-06-21,Calabria,0.01-1
21-06-28,Calabria,0.01-1
21-07-05,Calabria,0.01-1
21-07-12,Calabria,0.01-1
20-02-24,Sicilia,0.01-1
20-03-02,Sicilia,0.01-1
20-03-09,Sicilia,0.01-1
20-03-16,Sicilia,0.01-1
20-03-23,Sicilia,0.01-1
20-03-30,Sicilia,0.01-1
20-04-06,Sicilia,0.01-1
20-04-13,Sicilia,0.01-1
20-04-20,Sicilia,0.01-1
20-04-27,Sicilia,0.01-1
20-05-04,Sicilia,0.01-1
20-05-11,Sicilia,0.01-1
20-05-18,Sicilia,0.01-1
20-05-25,Sicilia,0.01-1
20-06-01,Sicilia,0.01-1
20-06-08,Sicilia,0.01-1
20-06-15,Sicilia,0.01-1
20-06-22,Sicilia,0.01-1
20-06-29,Sicilia,0.01-1
20-07-06,Sicilia,0.01-1
20-07-13,Sicilia,0.01-1
20-07-20,Sicilia,0.01-1
20-07-27,Sicilia,0.01-1
20-08-03,Sicilia,0.01-1
20-08-10,Sicilia,0.01-1
20-08-17,Sicilia,0.01-1
20-08-24,Sicilia,0.01-1
20-08-31,Sicilia,0.01-1
